Dataset,"Availability (public=0, private = 1)","Screening_fulltext (0=include, 1=exclude, 2 = duplicate, 3=no access to article)","Exclude (0=include, 1=exclude, 2 = duplicate)",,id,doi,title,display_name,publication_year,publication_date,type,authorships
,,1,0,1180,https://openalex.org/W2792332235,https://doi.org/10.1002/14651858.cd012934,Symptom screening for active tuberculosis in pregnant women living with HIV,Symptom screening for active tuberculosis in pregnant women living with HIV,2018,2018-01-24,journal-article,"[{'author_position': 'first', 'author': {'id': 'https://openalex.org/A2464661134', 'display_name': 'Sylvia M LaCourse', 'orcid': 'https://orcid.org/0000-0002-9809-5997'}, 'institutions': [{'id': 'https://openalex.org/I201448701', 'display_name': 'University of Washington', 'ror': 'https://ror.org/00cvxb145', 'country_code': 'US', 'type': 'education'}], 'is_corresponding': None, 'raw_affiliation_string': 'University of Washington ;'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A1979630940', 'display_name': 'Lisa M Cranmer', 'orcid': None}, 'institutions': [{'id': 'https://openalex.org/I4210146983', 'display_name': ""Children's Healthcare of Atlanta"", 'ror': 'https://ror.org/050fhx250', 'country_code': 'US', 'type': 'healthcare'}], 'is_corresponding': None, 'raw_affiliation_string': ""Department of Pediatrics, Emory University School of Medicine, and Children's Healthcare of Atlanta, Atlanta, Georgia, USA.""}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2762259458', 'display_name': 'Adrie Bekker', 'orcid': 'https://orcid.org/0000-0003-3836-3432'}, 'institutions': [{'id': 'https://openalex.org/I26092322', 'display_name': 'Stellenbosch University', 'ror': 'https://ror.org/05bk57929', 'country_code': 'ZA', 'type': 'education'}], 'is_corresponding': None, 'raw_affiliation_string': 'Department of Paediatrics, Stellenbosch University, Cape Town, South Africa.'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2002719415', 'display_name': 'Karen R Steingart', 'orcid': None}, 'institutions': [{'id': 'https://openalex.org/I194839184', 'display_name': 'Liverpool School of Tropical Medicine', 'ror': 'https://ror.org/03svjbs84', 'country_code': 'GB', 'type': 'other'}], 'is_corresponding': None, 'raw_affiliation_string': 'LIVERPOOL SCHOOL OF TROPICAL MEDICINE;'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2789279986', 'display_name': 'Danae Black', 'orcid': None}, 'institutions': [{'id': 'https://openalex.org/I201448701', 'display_name': 'University of Washington', 'ror': 'https://ror.org/00cvxb145', 'country_code': 'US', 'type': 'education'}], 'is_corresponding': None, 'raw_affiliation_string': 'University of Washington ;'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2420826280', 'display_name': 'David J. Horne', 'orcid': 'https://orcid.org/0000-0002-2148-437X'}, 'institutions': [{'id': 'https://openalex.org/I201448701', 'display_name': 'University of Washington', 'ror': 'https://ror.org/00cvxb145', 'country_code': 'US', 'type': 'education'}], 'is_corresponding': None, 'raw_affiliation_string': 'University of Washington ;'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A1990140758', 'display_name': 'Eyal Oren', 'orcid': 'https://orcid.org/0000-0001-7817-3516'}, 'institutions': [{'id': 'https://openalex.org/I26538001', 'display_name': 'San Diego State University', 'ror': 'https://ror.org/0264fdx42', 'country_code': 'US', 'type': 'education'}], 'is_corresponding': None, 'raw_affiliation_string': 'Division of Epidemiology and Biostatistics San Diego State University San Diego California USA'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2157779832', 'display_name': 'Sherri L. Pals', 'orcid': None}, 'institutions': [{'id': None, 'display_name': 'Division of Global HIV and Tuberculosis, Center for Global Health, US Centers for Disease Control and Prevention (CDC), Atlanta, Georgia, USA.', 'ror': None, 'country_code': None, 'type': None}], 'is_corresponding': None, 'raw_affiliation_string': 'Division of Global HIV and Tuberculosis, Center for Global Health, US Centers for Disease Control and Prevention (CDC), Atlanta, Georgia, USA.'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2141729712', 'display_name': 'Surbhi Modi', 'orcid': 'https://orcid.org/0000-0003-2143-672X'}, 'institutions': [{'id': None, 'display_name': 'Division of Global HIV and Tuberculosis, Center for Global Health, US Centers for Disease Control and Prevention (CDC), Atlanta, Georgia, USA.', 'ror': None, 'country_code': None, 'type': None}], 'is_corresponding': None, 'raw_affiliation_string': 'Division of Global HIV and Tuberculosis, Center for Global Health, US Centers for Disease Control and Prevention (CDC), Atlanta, Georgia, USA.'}, {'author_position': 'last', 'author': {'id': 'https://openalex.org/A2024393989', 'display_name': 'Jyoti S. Mathad', 'orcid': 'https://orcid.org/0000-0001-9487-7775'}, 'institutions': [{'id': 'https://openalex.org/I4210129097', 'display_name': 'Center for Global Health', 'ror': 'https://ror.org/02e5dc168', 'country_code': 'US', 'type': 'government'}], 'is_corresponding': None, 'raw_affiliation_string': 'Department of Medicine, Division of Infectious Diseases, Center for Global Health, Weill Cornell Medical College, New York, USA.'}]"
,,1,0,818,https://openalex.org/W2116040616,https://doi.org/10.1016/j.jinf.2013.08.017,Syndromic surveillance of surgical site infections – A case study in coronary artery bypass graft patients,Syndromic surveillance of surgical site infections – A case study in coronary artery bypass graft patients,2014,2014-01-01,journal-article,"[{'author_position': 'first', 'author': {'id': 'https://openalex.org/A2204552615', 'display_name': 'C. Richter King', 'orcid': 'https://orcid.org/0000-0002-8860-0419'}, 'institutions': [{'id': 'https://openalex.org/I73100920', 'display_name': 'UCL Institute for Global Health', 'ror': None, 'country_code': 'GB', 'type': None}, {'id': None, 'display_name': 'The National Centre for Infection Prevention and Management, Imperial College, London, UK', 'ror': None, 'country_code': None, 'type': None}], 'is_corresponding': None, 'raw_affiliation_string': 'Institute for Global Health, University College London, UK; The National Centre for Infection Prevention and Management, Imperial College, London, UK'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2047313827', 'display_name': 'Paul Aylin', 'orcid': 'https://orcid.org/0000-0003-4589-1743'}, 'institutions': [{'id': None, 'display_name': 'The National Centre for Infection Prevention and Management, Imperial College, London, UK', 'ror': None, 'country_code': None, 'type': None}], 'is_corresponding': None, 'raw_affiliation_string': 'The National Centre for Infection Prevention and Management, Imperial College, London, UK'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2372685903', 'display_name': 'L.A. Moore', 'orcid': None}, 'institutions': [{'id': None, 'display_name': 'The National Centre for Infection Prevention and Management, Imperial College, London, UK', 'ror': None, 'country_code': None, 'type': None}], 'is_corresponding': None, 'raw_affiliation_string': 'The National Centre for Infection Prevention and Management, Imperial College, London, UK'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A1911819679', 'display_name': 'Jiri Pavlu', 'orcid': 'https://orcid.org/0000-0001-5219-5637'}, 'institutions': [{'id': 'https://openalex.org/I47508984', 'display_name': 'Imperial College London', 'ror': 'https://ror.org/041kmwe10', 'country_code': 'GB', 'type': 'education'}], 'is_corresponding': None, 'raw_affiliation_string': 'Centre for Haematology Imperial College London UK'}, {'author_position': 'last', 'author': {'id': 'https://openalex.org/A2439462565', 'display_name': 'Alison Holmes', 'orcid': 'https://orcid.org/0000-0001-5554-5743'}, 'institutions': [{'id': 'https://openalex.org/I153355300', 'display_name': 'Imperial College Healthcare NHS Trust', 'ror': 'https://ror.org/056ffv270', 'country_code': 'GB', 'type': 'healthcare'}, {'id': None, 'display_name': 'The National Centre for Infection Prevention and Management, Imperial College, London, UK', 'ror': None, 'country_code': None, 'type': None}], 'is_corresponding': None, 'raw_affiliation_string': 'Infection Prevention and Control, Imperial College Healthcare NHS Trust, London, UK; The National Centre for Infection Prevention and Management, Imperial College, London, UK'}]"
,1,1,0,49,https://openalex.org/W2901030517,https://doi.org/10.1109/tmi.2018.2881415,Synthesizing Chest X-Ray Pathology for Training Deep Convolutional Neural Networks,Synthesizing Chest X-Ray Pathology for Training Deep Convolutional Neural Networks,2019,2019-05-01,journal-article,"[{'author_position': 'first', 'author': {'id': 'https://openalex.org/A2305874018', 'display_name': 'Hojjat Salehinejad', 'orcid': 'https://orcid.org/0000-0002-9636-863X'}, 'institutions': [{'id': 'https://openalex.org/I185261750', 'display_name': 'University of Toronto', 'ror': 'https://ror.org/03dbr7087', 'country_code': 'CA', 'type': 'education'}], 'is_corresponding': None, 'raw_affiliation_string': 'Dept. of Electrical and Computer Engineering, University of Toronto, Toronto, Canada'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2951361417', 'display_name': 'Errol Colak', 'orcid': 'https://orcid.org/0000-0002-3771-7975'}, 'institutions': [{'id': 'https://openalex.org/I1297363086', 'display_name': ""St. Michael's Hospital"", 'ror': 'https://ror.org/04skqfp25', 'country_code': 'CA', 'type': 'healthcare'}], 'is_corresponding': None, 'raw_affiliation_string': ""Department of Medical Imaging, St. Michael's Hospital, Toronto, Canada.""}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2560137241', 'display_name': 'Tim Dowdell', 'orcid': None}, 'institutions': [{'id': 'https://openalex.org/I1297363086', 'display_name': ""St. Michael's Hospital"", 'ror': 'https://ror.org/04skqfp25', 'country_code': 'CA', 'type': 'healthcare'}], 'is_corresponding': None, 'raw_affiliation_string': ""Department of Medical Imaging, St. Michael's Hospital, Toronto, Canada.""}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2717202856', 'display_name': 'Joseph Barfett', 'orcid': None}, 'institutions': [{'id': 'https://openalex.org/I1297363086', 'display_name': ""St. Michael's Hospital"", 'ror': 'https://ror.org/04skqfp25', 'country_code': 'CA', 'type': 'healthcare'}], 'is_corresponding': None, 'raw_affiliation_string': ""Department of Medical Imaging, St. Michael's Hospital, Toronto, Canada.""}, {'author_position': 'last', 'author': {'id': 'https://openalex.org/A332134164', 'display_name': 'Shahrokh Valaee', 'orcid': 'https://orcid.org/0000-0001-6254-1660'}, 'institutions': [{'id': 'https://openalex.org/I185261750', 'display_name': 'University of Toronto', 'ror': 'https://ror.org/03dbr7087', 'country_code': 'CA', 'type': 'education'}], 'is_corresponding': None, 'raw_affiliation_string': 'Dept. of Electrical and Computer Engineering, University of Toronto, Toronto, Canada'}]"
,1,1,0,372,https://openalex.org/W2510366910,https://doi.org/10.1109/tbme.2016.2605627,Task-Driven Dictionary Learning Based on Mutual Information for Medical Image Classification,Task-Driven Dictionary Learning Based on Mutual Information for Medical Image Classification,2017,2017-06-01,journal-article,"[{'author_position': 'first', 'author': {'id': 'https://openalex.org/A2133136540', 'display_name': 'Idit Diamant', 'orcid': None}, 'institutions': [{'id': None, 'display_name': 'Department of Biomedical EngineeringTel-Aviv University', 'ror': None, 'country_code': None, 'type': None}], 'is_corresponding': None, 'raw_affiliation_string': 'Department of Biomedical EngineeringTel-Aviv University'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2953220445', 'display_name': 'Eyal Klang', 'orcid': 'https://orcid.org/0000-0002-4567-3108'}, 'institutions': [{'id': None, 'display_name': 'Diagnostic Imaging DepartmentSheba Medical Center', 'ror': None, 'country_code': None, 'type': None}], 'is_corresponding': None, 'raw_affiliation_string': 'Diagnostic Imaging DepartmentSheba Medical Center'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A1989547189', 'display_name': 'Michal Amitai', 'orcid': None}, 'institutions': [{'id': None, 'display_name': 'Diagnostic Imaging DepartmentSheba Medical Center', 'ror': None, 'country_code': None, 'type': None}], 'is_corresponding': None, 'raw_affiliation_string': 'Diagnostic Imaging DepartmentSheba Medical Center'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2155772135', 'display_name': 'Eli Konen', 'orcid': None}, 'institutions': [{'id': None, 'display_name': 'Diagnostic Imaging DepartmentSheba Medical Center', 'ror': None, 'country_code': None, 'type': None}], 'is_corresponding': None, 'raw_affiliation_string': 'Diagnostic Imaging DepartmentSheba Medical Center'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2023985210', 'display_name': 'Jacob Goldberger', 'orcid': None}, 'institutions': [{'id': 'https://openalex.org/I13955877', 'display_name': 'Bar-Ilan University', 'ror': 'https://ror.org/03kgsv495', 'country_code': 'IL', 'type': 'education'}], 'is_corresponding': None, 'raw_affiliation_string': 'Faculty of EngineeringBar-Ilan University'}, {'author_position': 'last', 'author': {'id': 'https://openalex.org/A2005450025', 'display_name': 'Hayit Greenspan', 'orcid': 'https://orcid.org/0000-0001-6908-7552'}, 'institutions': [{'id': 'https://openalex.org/I16391192', 'display_name': 'Tel Aviv University', 'ror': 'https://ror.org/04mhzgx49', 'country_code': 'IL', 'type': 'education'}], 'is_corresponding': None, 'raw_affiliation_string': 'Dept. of Biomedical Engineering Tel Aviv University Tel Aviv Israel'}]"
ChestX-ray14,0,0,0,727,https://openalex.org/W2945736062,https://doi.org/10.1371/journal.pone.0217410,TB DEPOT (Data Exploration Portal): A multi-domain tuberculosis data analysis resource,TB DEPOT (Data Exploration Portal): A multi-domain tuberculosis data analysis resource,2019,2019-05-23,journal-article,"[{'author_position': 'first', 'author': {'id': 'https://openalex.org/A2000469970', 'display_name': 'Andrei Gabrielian', 'orcid': 'https://orcid.org/0000-0002-8392-924X'}, 'institutions': [{'id': 'https://openalex.org/I4210134534', 'display_name': 'National Institute of Allergy and Infectious Diseases', 'ror': 'https://ror.org/043z4tv69', 'country_code': 'US', 'type': 'facility'}], 'is_corresponding': None, 'raw_affiliation_string': 'Office of Cyber Infrastructure & Computational Biology, National Institute of Allergy and Infectious Disease, National Institutes of Health, Bethesda, MD, United States of America.'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2636402566', 'display_name': 'Eric Engle', 'orcid': None}, 'institutions': [{'id': 'https://openalex.org/I4210134534', 'display_name': 'National Institute of Allergy and Infectious Diseases', 'ror': 'https://ror.org/043z4tv69', 'country_code': 'US', 'type': 'facility'}], 'is_corresponding': None, 'raw_affiliation_string': 'Office of Cyber Infrastructure & Computational Biology, National Institute of Allergy and Infectious Disease, National Institutes of Health, Bethesda, MD, United States of America.'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2123566628', 'display_name': 'Michael E. Harris', 'orcid': None}, 'institutions': [{'id': 'https://openalex.org/I4210134534', 'display_name': 'National Institute of Allergy and Infectious Diseases', 'ror': 'https://ror.org/043z4tv69', 'country_code': 'US', 'type': 'facility'}], 'is_corresponding': None, 'raw_affiliation_string': 'Office of Cyber Infrastructure & Computational Biology, National Institute of Allergy and Infectious Disease, National Institutes of Health, Bethesda, MD, United States of America.'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A1943441240', 'display_name': 'Kurt Wollenberg', 'orcid': 'https://orcid.org/0000-0002-4973-9370'}, 'institutions': [{'id': 'https://openalex.org/I4210134534', 'display_name': 'National Institute of Allergy and Infectious Diseases', 'ror': 'https://ror.org/043z4tv69', 'country_code': 'US', 'type': 'facility'}], 'is_corresponding': None, 'raw_affiliation_string': 'Office of Cyber Infrastructure & Computational Biology, National Institute of Allergy and Infectious Disease, National Institutes of Health, Bethesda, MD, United States of America.'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2941181486', 'display_name': 'Octavio Juarez-Espinosa', 'orcid': None}, 'institutions': [{'id': 'https://openalex.org/I4210134534', 'display_name': 'National Institute of Allergy and Infectious Diseases', 'ror': 'https://ror.org/043z4tv69', 'country_code': 'US', 'type': 'facility'}], 'is_corresponding': None, 'raw_affiliation_string': 'Office of Cyber Infrastructure & Computational Biology, National Institute of Allergy and Infectious Disease, National Institutes of Health, Bethesda, MD, United States of America.'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2946772277', 'display_name': 'Alexander Glogowski', 'orcid': 'https://orcid.org/0000-0001-9821-3896'}, 'institutions': [{'id': 'https://openalex.org/I4210134534', 'display_name': 'National Institute of Allergy and Infectious Diseases', 'ror': 'https://ror.org/043z4tv69', 'country_code': 'US', 'type': 'facility'}], 'is_corresponding': None, 'raw_affiliation_string': 'Office of Cyber Infrastructure & Computational Biology, National Institute of Allergy and Infectious Disease, National Institutes of Health, Bethesda, MD, United States of America.'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2334753651', 'display_name': 'Alyssa B. Long', 'orcid': 'https://orcid.org/0000-0002-4467-4213'}, 'institutions': [{'id': 'https://openalex.org/I4210134534', 'display_name': 'National Institute of Allergy and Infectious Diseases', 'ror': 'https://ror.org/043z4tv69', 'country_code': 'US', 'type': 'facility'}], 'is_corresponding': None, 'raw_affiliation_string': 'Office of Cyber Infrastructure & Computational Biology, National Institute of Allergy and Infectious Disease, National Institutes of Health, Bethesda, MD, United States of America.'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2945035140', 'display_name': 'Lisa Patti', 'orcid': None}, 'institutions': [{'id': 'https://openalex.org/I4210134534', 'display_name': 'National Institute of Allergy and Infectious Diseases', 'ror': 'https://ror.org/043z4tv69', 'country_code': 'US', 'type': 'facility'}], 'is_corresponding': None, 'raw_affiliation_string': 'Office of Cyber Infrastructure & Computational Biology, National Institute of Allergy and Infectious Disease, National Institutes of Health, Bethesda, MD, United States of America.'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2132172113', 'display_name': 'Darrell E. Hurt', 'orcid': 'https://orcid.org/0000-0002-9829-8567'}, 'institutions': [{'id': 'https://openalex.org/I4210134534', 'display_name': 'National Institute of Allergy and Infectious Diseases', 'ror': 'https://ror.org/043z4tv69', 'country_code': 'US', 'type': 'facility'}], 'is_corresponding': None, 'raw_affiliation_string': 'Office of Cyber Infrastructure & Computational Biology, National Institute of Allergy and Infectious Disease, National Institutes of Health, Bethesda, MD, United States of America.'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2157170486', 'display_name': 'Alex Rosenthal', 'orcid': None}, 'institutions': [{'id': 'https://openalex.org/I4210134534', 'display_name': 'National Institute of Allergy and Infectious Diseases', 'ror': 'https://ror.org/043z4tv69', 'country_code': 'US', 'type': 'facility'}], 'is_corresponding': None, 'raw_affiliation_string': 'Office of Cyber Infrastructure & Computational Biology, National Institute of Allergy and Infectious Disease, National Institutes of Health, Bethesda, MD, United States of America.'}, {'author_position': 'last', 'author': {'id': 'https://openalex.org/A2945936651', 'display_name': 'Mike Tartakovsky', 'orcid': 'https://orcid.org/0000-0002-8132-9013'}, 'institutions': [{'id': 'https://openalex.org/I4210134534', 'display_name': 'National Institute of Allergy and Infectious Diseases', 'ror': 'https://ror.org/043z4tv69', 'country_code': 'US', 'type': 'facility'}], 'is_corresponding': None, 'raw_affiliation_string': 'Office of Cyber Infrastructure & Computational Biology, National Institute of Allergy and Infectious Disease, National Institutes of Health, Bethesda, MD, United States of America.'}]"
RSNA,0,0,0,733,https://openalex.org/W2293026761,https://doi.org/10.1007/s00261-016-0679-x,The actionable imaging report,The actionable imaging report,2016,2016-03-10,journal-article,"[{'author_position': 'first', 'author': {'id': 'https://openalex.org/A2050207473', 'display_name': 'V. Anik Sahni', 'orcid': None}, 'institutions': [{'id': 'https://openalex.org/I1283280774', 'display_name': ""Brigham and Women's Hospital"", 'ror': 'https://ror.org/04b6nzv94', 'country_code': 'US', 'type': 'healthcare'}], 'is_corresponding': None, 'raw_affiliation_string': ""Brigham and Women's Hospital Harvard Medical School ,""}, {'author_position': 'last', 'author': {'id': 'https://openalex.org/A2025874414', 'display_name': 'Ramin Khorasani', 'orcid': 'https://orcid.org/0000-0002-2681-3574'}, 'institutions': [{'id': 'https://openalex.org/I1283280774', 'display_name': ""Brigham and Women's Hospital"", 'ror': 'https://ror.org/04b6nzv94', 'country_code': 'US', 'type': 'healthcare'}], 'is_corresponding': None, 'raw_affiliation_string': ""Brigham and Women's Hospital Harvard Medical School ,""}]"
,1,1,0,634,https://openalex.org/W2143513253,https://doi.org/10.1017/s1463423614000516,The complexity and difficulty of diagnosing lung cancer: findings from a national primary-care study in Wales,The complexity and difficulty of diagnosing lung cancer: findings from a national primary-care study in Wales,2015,2015-09-01,journal-article,"[{'author_position': 'first', 'author': {'id': 'https://openalex.org/A2236245480', 'display_name': 'Richard D Neal', 'orcid': 'https://orcid.org/0000-0002-3544-2744'}, 'institutions': [{'id': 'https://openalex.org/I161548249', 'display_name': 'Bangor University', 'ror': 'https://ror.org/006jb1a24', 'country_code': 'GB', 'type': 'education'}], 'is_corresponding': True, 'raw_affiliation_string': '1North Wales Centre for Primary Care Research,Bangor University,Wrexham,UK.'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2524361667', 'display_name': 'Iain J Robbé', 'orcid': None}, 'institutions': [{'id': 'https://openalex.org/I130438778', 'display_name': 'Memorial University of Newfoundland', 'ror': 'https://ror.org/04haebc03', 'country_code': 'CA', 'type': 'education'}], 'is_corresponding': None, 'raw_affiliation_string': '2Clinical Assistant Professor,Division of Community Health and Humanities, Faculty of Medicine,Memorial University of Newfoundland,Canada.'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2997115406', 'display_name': 'Malcolm J. Lewis', 'orcid': None}, 'institutions': [{'id': 'https://openalex.org/I79510175', 'display_name': 'Cardiff University', 'ror': 'https://ror.org/03kk7td41', 'country_code': 'GB', 'type': 'education'}], 'is_corresponding': None, 'raw_affiliation_string': '3Director Postgraduate Education for General Practice,School of Postgraduate Medical and Dental Education,Cardiff University,Cardiff,UK.'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2147531214', 'display_name': 'Ian Williamson', 'orcid': None}, 'institutions': [{'id': None, 'display_name': '4Consultant Chest Physician,Chair of the Lung sub-group,Cancer National Specialist Advisory Group,Southampton,UK.', 'ror': None, 'country_code': None, 'type': None}], 'is_corresponding': None, 'raw_affiliation_string': '4Consultant Chest Physician,Chair of the Lung sub-group,Cancer National Specialist Advisory Group,Southampton,UK.'}, {'author_position': 'last', 'author': {'id': 'https://openalex.org/A4225952337', 'display_name': 'Jane Hanson', 'orcid': None}, 'institutions': [{'id': 'https://openalex.org/I2802160682', 'display_name': 'Welsh Government', 'ror': 'https://ror.org/000wh6t45', 'country_code': 'GB', 'type': 'government'}], 'is_corresponding': None, 'raw_affiliation_string': '5Lead Adviser for Cancer,Welsh Government,Head of Cancer National Specialist Advisory Group Core Team,Cardiff,UK.'}]"
,,3,0,1324,https://openalex.org/W2091576478,https://doi.org/10.1016/j.ejso.2012.02.090,The Correlation of Multifocality with Lymph Node status in Patients with Breast Carcinoma,The Correlation of Multifocality with Lymph Node status in Patients with Breast Carcinoma,2012,2012-05-01,journal-article,"[{'author_position': 'first', 'author': {'id': 'https://openalex.org/A2158694190', 'display_name': 'Emma de Sousa', 'orcid': None}, 'institutions': [{'id': 'https://openalex.org/I2801440235', 'display_name': 'North Manchester General Hospital', 'ror': 'https://ror.org/02xesw687', 'country_code': 'GB', 'type': 'healthcare'}], 'is_corresponding': None, 'raw_affiliation_string': 'North Manchester General Hospital Manchester UK'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A743527705', 'display_name': 'Nigel J Bundred', 'orcid': 'https://orcid.org/0000-0001-6007-056X'}, 'institutions': [{'id': None, 'display_name': 'University Hospital of South Manchester, Manchester, UK', 'ror': None, 'country_code': None, 'type': None}], 'is_corresponding': None, 'raw_affiliation_string': 'University Hospital of South Manchester, Manchester, UK'}, {'author_position': 'last', 'author': {'id': 'https://openalex.org/A2172137966', 'display_name': 'Richard J. Johnson', 'orcid': 'https://orcid.org/0000-0003-3312-8193'}, 'institutions': [{'id': None, 'display_name': 'University Hospital of South Manchester, Manchester, UK', 'ror': None, 'country_code': None, 'type': None}], 'is_corresponding': None, 'raw_affiliation_string': 'University Hospital of South Manchester, Manchester, UK'}]"
,,3,0,1225,https://openalex.org/W2020929047,https://doi.org/10.4015/s1016237212500482,THE CUT-OFF VALUES FOR AUTO-DETECTION OF LUNG CANCER IN CHEST RADIOGRAPHY: AN EXAMPLE USING AN UNSUPERVISED METHOD,THE CUT-OFF VALUES FOR AUTO-DETECTION OF LUNG CANCER IN CHEST RADIOGRAPHY: AN EXAMPLE USING AN UNSUPERVISED METHOD,2012,2012-12-07,journal-article,"[{'author_position': 'first', 'author': {'id': 'https://openalex.org/A2146793794', 'display_name': 'Seokyoon Choi', 'orcid': None}, 'institutions': [{'id': 'https://openalex.org/I104906788', 'display_name': 'Catholic University of Pusan', 'ror': 'https://ror.org/03tawch75', 'country_code': 'KR', 'type': 'education'}], 'is_corresponding': None, 'raw_affiliation_string': 'Department of Radiological Science, Catholic University of Pusan, Busan, Korea'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2140098804', 'display_name': 'Onseok Lee', 'orcid': 'https://orcid.org/0000-0002-3696-9353'}, 'institutions': [{'id': 'https://openalex.org/I253775847', 'display_name': 'Gimcheon University', 'ror': 'https://ror.org/02fg4j559', 'country_code': 'KR', 'type': 'education'}], 'is_corresponding': None, 'raw_affiliation_string': 'Department of Radiological Science, College of Natural Science, Gimcheon University, Gimcheon, Korea'}, {'author_position': 'last', 'author': {'id': 'https://openalex.org/A2130299181', 'display_name': 'Min-Gi Kim', 'orcid': None}, 'institutions': [{'id': 'https://openalex.org/I197347611', 'display_name': 'Korea University', 'ror': 'https://ror.org/047dqcg40', 'country_code': 'KR', 'type': 'education'}], 'is_corresponding': None, 'raw_affiliation_string': '3D Information Processing Laboratory, Department of Electronics and Information Engineering, Korea University, Seoul, Korea'}]"
,,1,0,613,https://openalex.org/W2804888828,https://doi.org/10.21037/tlcr.2018.05.09,The cytokinesis-blocked micronucleus assay as a novel biomarker for selection of lung cancer screening participants,The cytokinesis-blocked micronucleus assay as a novel biomarker for selection of lung cancer screening participants,2018,2018-06-01,journal-article,"[{'author_position': 'first', 'author': {'id': 'https://openalex.org/A2596729534', 'display_name': 'Randa El-Zein', 'orcid': 'https://orcid.org/0000-0002-0750-4143'}, 'institutions': [{'id': None, 'display_name': 'Department of Radiology, Houston Methodist Research Institute, Houston, Texas, USA.', 'ror': None, 'country_code': None, 'type': None}], 'is_corresponding': None, 'raw_affiliation_string': 'Department of Radiology, Houston Methodist Research Institute, Houston, Texas, USA.'}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A2090396541', 'display_name': 'Carol J. Etzel', 'orcid': 'https://orcid.org/0000-0003-1516-6241'}, 'institutions': [{'id': None, 'display_name': 'Corrona, LLC, Waltham, Massachusetts, USA.', 'ror': None, 'country_code': None, 'type': None}], 'is_corresponding': None, 'raw_affiliation_string': 'Corrona, LLC, Waltham, Massachusetts, USA.'}, {'author_position': 'last', 'author': {'id': 'https://openalex.org/A2506029885', 'display_name': 'Reginald F. Munden', 'orcid': 'https://orcid.org/0000-0003-3836-5067'}, 'institutions': [{'id': 'https://openalex.org/I1282516798', 'display_name': 'Wake Forest Baptist Medical Center', 'ror': 'https://ror.org/04v8djg66', 'country_code': 'US', 'type': 'healthcare'}], 'is_corresponding': None, 'raw_affiliation_string': 'Wake Forest Baptist Health and School of Medicine, Medical Center Blvd, Winston-Salem, NC, USA.'}]"
